Location,Direction,Date,Time,Volume,Lanes
ML 52-53,SB,9/14/2025,7:00 PM,1091,3
ML 52-53,SB,9/14/2025,8:00 PM,602,3
ML 52-53,SB,9/14/2025,9:00 PM,279,3
ML 52-53,SB,9/14/2025,10:00 PM,178,3
ML 52-53,SB,9/14/2025,11:00 PM,152,3
ML 52-53,NB,9/15/2025,12:00 AM,264,3
ML 52-53,NB,9/15/2025,1:00 AM,315,3
ML 52-53,NB,9/15/2025,2:00 AM,288,3
ML 52-53,NB,9/15/2025,3:00 AM,298,3
ML 52-53,NB,9/15/2025,4:00 AM,337,3
ML 52-53,NB,9/15/2025,5:00 AM,560,3
ML 52-53,NB,9/15/2025,6:00 AM,841,3
ML 52-53,NB,9/15/2025,7:00 AM,1409,3
ML 52-53,NB,9/15/2025,8:00 AM,1588,3
ML 52-53,NB,9/15/2025,9:00 AM,1506,3
ML 52-53,NB,9/15/2025,10:00 AM,1178,3
ML 52-53,NB,9/15/2025,11:00 AM,956,3
ML 52-53,NB,9/15/2025,12:00 PM,753,3
ML 52-53,NB,9/15/2025,1:00 PM,795,3
ML 52-53,NB,9/15/2025,2:00 PM,1010,3
ML 52-53,NB,9/15/2025,3:00 PM,1415,3
ML 52-53,NB,9/15/2025,4:00 PM,1709,3
ML 52-53,NB,9/15/2025,5:00 PM,1895,3
ML 52-53,NB,9/15/2025,6:00 PM,1554,3
ML 52-53,NB,9/15/2025,7:00 PM,976,3
ML 52-53,NB,9/15/2025,8:00 PM,505,3
ML 52-53,NB,9/15/2025,9:00 PM,281,3
ML 52-53,NB,9/15/2025,10:00 PM,163,3
ML 52-53,NB,9/15/2025,11:00 PM,140,3
ML 52-53,SB,9/15/2025,12:00 AM,318,3
ML 52-53,SB,9/15/2025,1:00 AM,313,3
ML 52-53,SB,9/15/2025,2:00 AM,318,3
ML 52-53,SB,9/15/2025,3:00 AM,328,3
ML 52-53,SB,9/15/2025,4:00 AM,405,3
ML 52-53,SB,9/15/2025,5:00 AM,549,3
ML 52-53,SB,9/15/2025,6:00 AM,960,3
ML 52-53,SB,9/15/2025,7:00 AM,1407,3
ML 52-53,SB,9/15/2025,8:00 AM,1814,3
ML 52-53,SB,9/15/2025,9:00 AM,1606,3
ML 52-53,SB,9/15/2025,10:00 AM,1295,3
ML 52-53,SB,9/15/2025,11:00 AM,1019,3
ML 52-53,SB,9/15/2025,12:00 PM,925,3
ML 52-53,SB,9/15/2025,1:00 PM,923,3
ML 52-53,SB,9/15/2025,2:00 PM,1049,3
ML 52-53,SB,9/15/2025,3:00 PM,1565,3
ML 52-53,SB,9/15/2025,4:00 PM,1923,3
ML 52-53,SB,9/15/2025,5:00 PM,1926,3
ML 52-53,SB,9/15/2025,6:00 PM,1691,3
ML 52-53,SB,9/15/2025,7:00 PM,1083,3
ML 52-53,SB,9/15/2025,8:00 PM,581,3
ML 52-53,SB,9/15/2025,9:00 PM,304,3
ML 52-53,SB,9/15/2025,10:00 PM,170,3
ML 52-53,SB,9/15/2025,11:00 PM,146,3
ML 52-53,NB,9/16/2025,12:00 AM,256,3
ML 52-53,NB,9/16/2025,1:00 AM,277,3
ML 52-53,NB,9/16/2025,2:00 AM,326,3
ML 52-53,NB,9/16/2025,3:00 AM,338,3
ML 52-53,NB,9/16/2025,4:00 AM,334,3
ML 52-53,NB,9/16/2025,5:00 AM,540,3
ML 52-53,NB,9/16/2025,6:00 AM,929,3
ML 52-53,NB,9/16/2025,7:00 AM,1352,3
ML 52-53,NB,9/16/2025,8:00 AM,1484,3
ML 52-53,NB,9/16/2025,9:00 AM,1541,3
ML 52-53,NB,9/16/2025,10:00 AM,1179,3
ML 52-53,NB,9/16/2025,11:00 AM,854,3
ML 52-53,NB,9/16/2025,12:00 PM,783,3
ML 52-53,NB,9/16/2025,1:00 PM,813,3
ML 52-53,NB,9/16/2025,2:00 PM,1003,3
ML 52-53,NB,9/16/2025,3:00 PM,1296,3
ML 52-53,NB,9/16/2025,4:00 PM,1619,3
ML 52-53,NB,9/16/2025,5:00 PM,1915,3
ML 52-53,NB,9/16/2025,6:00 PM,1564,3
ML 52-53,NB,9/16/2025,7:00 PM,986,3
ML 52-53,NB,9/16/2025,8:00 PM,504,3
ML 52-53,NB,9/16/2025,9:00 PM,267,3
ML 52-53,NB,9/16/2025,10:00 PM,153,3
ML 52-53,NB,9/16/2025,11:00 PM,126,3
ML 52-53,SB,9/16/2025,12:00 AM,297,3
ML 52-53,SB,9/16/2025,1:00 AM,309,3
ML 52-53,SB,9/16/2025,2:00 AM,331,3
ML 52-53,SB,9/16/2025,3:00 AM,336,3
ML 52-53,SB,9/16/2025,4:00 AM,414,3
ML 52-53,SB,9/16/2025,5:00 AM,554,3
ML 52-53,SB,9/16/2025,6:00 AM,1023,3
ML 52-53,SB,9/16/2025,7:00 AM,1342,3
ML 52-53,SB,9/16/2025,8:00 AM,1679,3
ML 52-53,SB,9/16/2025,9:00 AM,1625,3
ML 52-53,SB,9/16/2025,10:00 AM,1325,3
ML 52-53,SB,9/16/2025,11:00 AM,977,3
ML 52-53,SB,9/16/2025,12:00 PM,877,3
ML 52-53,SB,9/16/2025,1:00 PM,894,3
ML 52-53,SB,9/16/2025,2:00 PM,1057,3
ML 52-53,SB,9/16/2025,3:00 PM,1509,3
ML 52-53,SB,9/16/2025,4:00 PM,1808,3
ML 52-53,SB,9/16/2025,5:00 PM,2058,3
ML 52-53,SB,9/16/2025,6:00 PM,1671,3
ML 52-53,SB,9/16/2025,7:00 PM,1150,3
ML 52-53,SB,9/16/2025,8:00 PM,607,3
ML 52-53,SB,9/16/2025,9:00 PM,282,3
ML 52-53,SB,9/16/2025,10:00 PM,180,3
ML 52-53,SB,9/16/2025,11:00 PM,153,3
ML 52-53,NB,9/17/2025,12:00 AM,294,3
ML 52-53,NB,9/17/2025,1:00 AM,274,3
ML 52-53,NB,9/17/2025,2:00 AM,301,3
ML 52-53,NB,9/17/2025,3:00 AM,302,3
ML 52-53,NB,9/17/2025,4:00 AM,335,3
ML 52-53,NB,9/17/2025,5:00 AM,492,3
ML 52-53,NB,9/17/2025,6:00 AM,844,3
ML 52-53,NB,9/17/2025,7:00 AM,1411,3
ML 52-53,NB,9/17/2025,8:00 AM,1566,3
ML 52-53,NB,9/17/2025,9:00 AM,1516,3
ML 52-53,NB,9/17/2025,10:00 AM,1246,3
ML 52-53,NB,9/17/2025,11:00 AM,881,3
ML 52-53,NB,9/17/2025,12:00 PM,849,3
ML 52-53,NB,9/17/2025,1:00 PM,900,3
ML 52-53,NB,9/17/2025,2:00 PM,1035,3
ML 52-53,NB,9/17/2025,3:00 PM,1312,3
ML 52-53,NB,9/17/2025,4:00 PM,1669,3
ML 52-53,NB,9/17/2025,5:00 PM,1800,3
ML 52-53,NB,9/17/2025,6:00 PM,1494,3
ML 52-53,NB,9/17/2025,7:00 PM,1060,3
ML 52-53,NB,9/17/2025,8:00 PM,567,3
ML 52-53,NB,9/17/2025,9:00 PM,284,3
ML 52-53,NB,9/17/2025,10:00 PM,154,3
ML 52-53,NB,9/17/2025,11:00 PM,134,3
ML 52-53,SB,9/17/2025,12:00 AM,296,3
ML 52-53,SB,9/17/2025,1:00 AM,302,3
ML 52-53,SB,9/17/2025,2:00 AM,324,3
ML 52-53,SB,9/17/2025,3:00 AM,316,3
ML 52-53,SB,9/17/2025,4:00 AM,384,3
ML 52-53,SB,9/17/2025,5:00 AM,559,3
ML 52-53,SB,9/17/2025,6:00 AM,985,3
ML 52-53,SB,9/17/2025,7:00 AM,1373,3
ML 52-53,SB,9/17/2025,8:00 AM,1770,3
ML 52-53,SB,9/17/2025,9:00 AM,1591,3
ML 52-53,SB,9/17/2025,10:00 AM,1188,3
ML 52-53,SB,9/17/2025,11:00 AM,900,3
ML 52-53,SB,9/17/2025,12:00 PM,897,3
ML 52-53,SB,9/17/2025,1:00 PM,924,3
ML 52-53,SB,9/17/2025,2:00 PM,1195,3
ML 52-53,SB,9/17/2025,3:00 PM,1510,3
ML 52-53,SB,9/17/2025,4:00 PM,1925,3
ML 52-53,SB,9/17/2025,5:00 PM,1811,3
ML 52-53,SB,9/17/2025,6:00 PM,1532,3
ML 52-53,SB,9/17/2025,7:00 PM,1121,3
ML 52-53,SB,9/17/2025,8:00 PM,624,3
ML 52-53,SB,9/17/2025,9:00 PM,305,3
ML 52-53,SB,9/17/2025,10:00 PM,175,3
ML 52-53,SB,9/17/2025,11:00 PM,150,3
ML 52-53,NB,9/18/2025,12:00 AM,298,3
ML 52-53,NB,9/18/2025,1:00 AM,315,3
ML 52-53,NB,9/18/2025,2:00 AM,290,3
ML 52-53,NB,9/18/2025,3:00 AM,304,3
ML 52-53,NB,9/18/2025,4:00 AM,360,3
ML 52-53,NB,9/18/2025,5:00 AM,538,3
ML 52-53,NB,9/18/2025,6:00 AM,854,3
ML 52-53,NB,9/18/2025,7:00 AM,1297,3
ML 52-53,NB,9/18/2025,8:00 AM,1528,3
ML 52-53,NB,9/18/2025,9:00 AM,1387,3
ML 52-53,NB,9/18/2025,10:00 AM,1066,3
ML 52-53,NB,9/18/2025,11:00 AM,905,3
ML 52-53,NB,9/18/2025,12:00 PM,843,3
ML 52-53,NB,9/18/2025,1:00 PM,890,3
ML 52-53,NB,9/18/2025,2:00 PM,954,3
ML 52-53,NB,9/18/2025,3:00 PM,1290,3
ML 52-53,NB,9/18/2025,4:00 PM,1835,3
ML 52-53,NB,9/18/2025,5:00 PM,1672,3
ML 52-53,NB,9/18/2025,6:00 PM,1531,3
ML 52-53,NB,9/18/2025,7:00 PM,1045,3
ML 52-53,NB,9/18/2025,8:00 PM,542,3
ML 52-53,NB,9/18/2025,9:00 PM,285,3
ML 52-53,NB,9/18/2025,10:00 PM,161,3
ML 52-53,NB,9/18/2025,11:00 PM,126,3
ML 52-53,SB,9/18/2025,12:00 AM,305,3
ML 52-53,SB,9/18/2025,1:00 AM,306,3
ML 52-53,SB,9/18/2025,2:00 AM,323,3
ML 52-53,SB,9/18/2025,3:00 AM,347,3
ML 52-53,SB,9/18/2025,4:00 AM,360,3
ML 52-53,SB,9/18/2025,5:00 AM,584,3
ML 52-53,SB,9/18/2025,6:00 AM,964,3
ML 52-53,SB,9/18/2025,7:00 AM,1425,3
ML 52-53,SB,9/18/2025,8:00 AM,1739,3
ML 52-53,SB,9/18/2025,9:00 AM,1652,3
ML 52-53,SB,9/18/2025,10:00 AM,1159,3
ML 52-53,SB,9/18/2025,11:00 AM,1015,3
ML 52-53,SB,9/18/2025,12:00 PM,886,3
ML 52-53,SB,9/18/2025,1:00 PM,965,3
ML 52-53,SB,9/18/2025,2:00 PM,1144,3
ML 52-53,SB,9/18/2025,3:00 PM,1392,3
ML 52-53,SB,9/18/2025,4:00 PM,1906,3
ML 52-53,SB,9/18/2025,5:00 PM,1902,3
ML 52-53,SB,9/18/2025,6:00 PM,1649,3
ML 52-53,SB,9/18/2025,7:00 PM,1106,3
ML 52-53,SB,9/18/2025,8:00 PM,551,3
ML 52-53,SB,9/18/2025,9:00 PM,275,3
ML 52-53,SB,9/18/2025,10:00 PM,176,3
ML 52-53,SB,9/18/2025,11:00 PM,132,3
ML 52-53,NB,9/19/2025,12:00 AM,202,3
ML 52-53,NB,9/19/2025,1:00 AM,231,3
ML 52-53,NB,9/19/2025,2:00 AM,224,3
ML 52-53,NB,9/19/2025,3:00 AM,241,3
ML 52-53,NB,9/19/2025,4:00 AM,222,3
ML 52-53,NB,9/19/2025,5:00 AM,238,3
ML 52-53,NB,9/19/2025,6:00 AM,407,3
ML 52-53,NB,9/19/2025,7:00 AM,659,3
ML 52-53,NB,9/19/2025,8:00 AM,999,3
ML 52-53,NB,9/19/2025,9:00 AM,1234,3
ML 52-53,NB,9/19/2025,10:00 AM,1259,3
ML 52-53,NB,9/19/2025,11:00 AM,895,3
ML 52-53,NB,9/19/2025,12:00 PM,698,3
ML 52-53,NB,9/19/2025,1:00 PM,627,3
ML 52-53,NB,9/19/2025,2:00 PM,629,3
ML 52-53,NB,9/19/2025,3:00 PM,701,3
ML 52-53,NB,9/19/2025,4:00 PM,883,3
ML 52-53,NB,9/19/2025,5:00 PM,1127,3
ML 52-53,NB,9/19/2025,6:00 PM,1371,3
ML 52-53,NB,9/19/2025,7:00 PM,1084,3
ML 52-53,NB,9/19/2025,8:00 PM,751,3
ML 52-53,NB,9/19/2025,9:00 PM,386,3
ML 52-53,NB,9/19/2025,10:00 PM,215,3
ML 52-53,NB,9/19/2025,11:00 PM,123,3
ML 52-53,SB,9/19/2025,12:00 AM,222,3
ML 52-53,SB,9/19/2025,1:00 AM,244,3
ML 52-53,SB,9/19/2025,2:00 AM,263,3
ML 52-53,SB,9/19/2025,3:00 AM,230,3
ML 52-53,SB,9/19/2025,4:00 AM,242,3
ML 52-53,SB,9/19/2025,5:00 AM,269,3
ML 52-53,SB,9/19/2025,6:00 AM,451,3
ML 52-53,SB,9/19/2025,7:00 AM,692,3
ML 52-53,SB,9/19/2025,8:00 AM,1085,3
ML 52-53,SB,9/19/2025,9:00 AM,1390,3
ML 52-53,SB,9/19/2025,10:00 AM,1279,3
ML 52-53,SB,9/19/2025,11:00 AM,1082,3
ML 52-53,SB,9/19/2025,12:00 PM,813,3
ML 52-53,SB,9/19/2025,1:00 PM,604,3
ML 52-53,SB,9/19/2025,2:00 PM,643,3
ML 52-53,SB,9/19/2025,3:00 PM,762,3
ML 52-53,SB,9/19/2025,4:00 PM,1026,3
ML 52-53,SB,9/19/2025,5:00 PM,1303,3
ML 52-53,SB,9/19/2025,6:00 PM,1303,3
ML 52-53,SB,9/19/2025,7:00 PM,1253,3
ML 52-53,SB,9/19/2025,8:00 PM,785,3
ML 52-53,SB,9/19/2025,9:00 PM,450,3
ML 52-53,SB,9/19/2025,10:00 PM,234,3
ML 52-53,SB,9/19/2025,11:00 PM,130,3
ML 52-53,NB,9/20/2025,12:00 AM,207,3
ML 52-53,NB,9/20/2025,1:00 AM,213,3
ML 52-53,NB,9/20/2025,2:00 AM,220,3
ML 52-53,NB,9/20/2025,3:00 AM,238,3
ML 52-53,NB,9/20/2025,4:00 AM,221,3
ML 52-53,NB,9/20/2025,5:00 AM,257,3
ML 52-53,NB,9/20/2025,6:00 AM,415,3
ML 52-53,NB,9/20/2025,7:00 AM,677,3
ML 52-53,NB,9/20/2025,8:00 AM,1040,3
ML 52-53,NB,9/20/2025,9:00 AM,1182,3
ML 52-53,NB,9/20/2025,10:00 AM,1248,3
ML 52-53,NB,9/20/2025,11:00 AM,918,3
ML 52-53,NB,9/20/2025,12:00 PM,731,3
ML 52-53,NB,9/20/2025,1:00 PM,568,3
ML 52-53,NB,9/20/2025,2:00 PM,580,3
ML 52-53,NB,9/20/2025,3:00 PM,691,3
ML 52-53,NB,9/20/2025,4:00 PM,978,3
ML 52-53,NB,9/20/2025,5:00 PM,1199,3
ML 52-53,NB,9/20/2025,6:00 PM,1334,3
ML 52-53,NB,9/20/2025,7:00 PM,1038,3
ML 52-53,NB,9/20/2025,8:00 PM,789,3
ML 52-53,NB,9/20/2025,9:00 PM,402,3
ML 52-53,NB,9/20/2025,10:00 PM,192,3
ML 52-53,NB,9/20/2025,11:00 PM,113,3
ML 52-53,SB,9/20/2025,12:00 AM,224,3
ML 52-53,SB,9/20/2025,1:00 AM,232,3
ML 52-53,SB,9/20/2025,2:00 AM,239,3
ML 52-53,SB,9/20/2025,3:00 AM,244,3
ML 52-53,SB,9/20/2025,4:00 AM,259,3
ML 52-53,SB,9/20/2025,5:00 AM,271,3
ML 52-53,SB,9/20/2025,6:00 AM,452,3
ML 52-53,SB,9/20/2025,7:00 AM,752,3
ML 52-53,SB,9/20/2025,8:00 AM,1080,3
ML 52-53,SB,9/20/2025,9:00 AM,1248,3
ML 52-53,SB,9/20/2025,10:00 AM,1306,3
ML 52-53,SB,9/20/2025,11:00 AM,1026,3
ML 52-53,SB,9/20/2025,12:00 PM,732,3
ML 52-53,SB,9/20/2025,1:00 PM,636,3
ML 52-53,SB,9/20/2025,2:00 PM,635,3
ML 52-53,SB,9/20/2025,3:00 PM,728,3
ML 52-53,SB,9/20/2025,4:00 PM,919,3
ML 52-53,SB,9/20/2025,5:00 PM,1228,3
ML 52-53,SB,9/20/2025,6:00 PM,1451,3
ML 52-53,SB,9/20/2025,7:00 PM,1225,3
ML 52-53,SB,9/20/2025,8:00 PM,789,3
ML 52-53,SB,9/20/2025,9:00 PM,422,3
ML 52-53,SB,9/20/2025,10:00 PM,229,3
ML 52-53,SB,9/20/2025,11:00 PM,134,3
ML 52-53,NB,9/21/2025,12:00 AM,264,3
ML 52-53,NB,9/21/2025,1:00 AM,280,3
ML 52-53,NB,9/21/2025,2:00 AM,291,3
ML 52-53,NB,9/21/2025,3:00 AM,330,3
ML 52-53,NB,9/21/2025,4:00 AM,339,3
ML 52-53,NB,9/21/2025,5:00 AM,563,3
ML 52-53,NB,9/21/2025,6:00 AM,884,3
ML 52-53,NB,9/21/2025,7:00 AM,1401,3
ML 52-53,NB,9/21/2025,8:00 AM,1670,3
ML 52-53,NB,9/21/2025,9:00 AM,1459,3
ML 52-53,NB,9/21/2025,10:00 AM,1214,3
ML 52-53,NB,9/21/2025,11:00 AM,897,3
ML 52-53,NB,9/21/2025,12:00 PM,842,3
ML 52-53,NB,9/21/2025,1:00 PM,789,3
ML 52-53,NB,9/21/2025,2:00 PM,1040,3
ML 52-53,NB,9/21/2025,3:00 PM,1315,3
ML 52-53,NB,9/21/2025,4:00 PM,1675,3
ML 52-53,NB,9/21/2025,5:00 PM,1690,3
ML 52-53,NB,9/21/2025,6:00 PM,1614,3
ML 52-53,NB,9/21/2025,7:00 PM,1060,3
ML 52-53,NB,9/21/2025,8:00 PM,569,3
ML 52-53,NB,9/21/2025,9:00 PM,266,3
ML 52-53,NB,9/21/2025,10:00 PM,176,3
ML 52-53,NB,9/21/2025,11:00 PM,139,3
ML 52-53,SB,9/21/2025,12:00 AM,290,3
ML 52-53,SB,9/21/2025,1:00 AM,314,3
ML 52-53,SB,9/21/2025,2:00 AM,351,3
ML 52-53,SB,9/21/2025,3:00 AM,348,3
ML 52-53,SB,9/21/2025,4:00 AM,371,3
ML 52-53,SB,9/21/2025,5:00 AM,545,3
ML 52-53,SB,9/21/2025,6:00 AM,881,3
ML 52-53,SB,9/21/2025,7:00 AM,1314,3
ML 52-53,SB,9/21/2025,8:00 AM,1701,3
ML 52-53,SB,9/21/2025,9:00 AM,1586,3
ML 52-53,SB,9/21/2025,10:00 AM,1291,3
ML 52-53,SB,9/21/2025,11:00 AM,904,3
ML 52-53,SB,9/21/2025,12:00 PM,825,3
ML 52-53,SB,9/21/2025,1:00 PM,976,3
ML 52-53,SB,9/21/2025,2:00 PM,1147,3
ML 52-53,SB,9/21/2025,3:00 PM,1406,3
ML 52-53,SB,9/21/2025,4:00 PM,1878,3
ML 52-53,SB,9/21/2025,5:00 PM,2060,3
ML 52-53,SB,9/21/2025,6:00 PM,1584,3
ML 52-53,SB,9/21/2025,7:00 PM,1077,3
ML 52-53,SB,9/21/2025,8:00 PM,611,3
ML 52-53,SB,9/21/2025,9:00 PM,302,3
ML 52-53,SB,9/21/2025,10:00 PM,176,3
ML 52-53,SB,9/21/2025,11:00 PM,136,3
ML 52-53,NB,9/22/2025,12:00 AM,276,3
ML 52-53,NB,9/22/2025,1:00 AM,293,3
ML 52-53,NB,9/22/2025,2:00 AM,306,3
ML 52-53,NB,9/22/2025,3:00 AM,290,3
ML 52-53,NB,9/22/2025,4:00 AM,355,3
ML 52-53,NB,9/22/2025,5:00 AM,520,3
ML 52-53,NB,9/22/2025,6:00 AM,907,3
ML 52-53,NB,9/22/2025,7:00 AM,1279,3
ML 52-53,NB,9/22/2025,8:00 AM,1505,3
ML 52-53,NB,9/22/2025,9:00 AM,1452,3
ML 52-53,NB,9/22/2025,10:00 AM,1169,3
ML 52-53,NB,9/22/2025,11:00 AM,885,3
ML 52-53,NB,9/22/2025,12:00 PM,760,3
ML 52-53,NB,9/22/2025,1:00 PM,885,3
ML 52-53,NB,9/22/2025,2:00 PM,1092,3
ML 52-53,NB,9/22/2025,3:00 PM,1449,3
ML 52-53,NB,9/22/2025,4:00 PM,1601,3
ML 52-53,NB,9/22/2025,5:00 PM,1789,3
ML 52-53,NB,9/22/2025,6:00 PM,1611,3
ML 52-53,NB,9/22/2025,7:00 PM,1048,3
ML 52-53,NB,9/22/2025,8:00 PM,515,3
ML 52-53,NB,9/22/2025,9:00 PM,265,3
ML 52-53,NB,9/22/2025,10:00 PM,171,3
ML 52-53,NB,9/22/2025,11:00 PM,128,3
ML 52-53,SB,9/22/2025,12:00 AM,273,3
ML 52-53,SB,9/22/2025,1:00 AM,335,3
ML 52-53,SB,9/22/2025,2:00 AM,350,3
ML 52-53,SB,9/22/2025,3:00 AM,353,3
ML 52-53,SB,9/22/2025,4:00 AM,391,3
ML 52-53,SB,9/22/2025,5:00 AM,595,3
ML 52-53,SB,9/22/2025,6:00 AM,921,3
ML 52-53,SB,9/22/2025,7:00 AM,1415,3
ML 52-53,SB,9/22/2025,8:00 AM,1731,3
ML 52-53,SB,9/22/2025,9:00 AM,1558,3
ML 52-53,SB,9/22/2025,10:00 AM,1282,3
ML 52-53,SB,9/22/2025,11:00 AM,941,3
ML 52-53,SB,9/22/2025,12:00 PM,839,3
ML 52-53,SB,9/22/2025,1:00 PM,879,3
ML 52-53,SB,9/22/2025,2:00 PM,1100,3
ML 52-53,SB,9/22/2025,3:00 PM,1562,3
ML 52-53,SB,9/22/2025,4:00 PM,1965,3
ML 52-53,SB,9/22/2025,5:00 PM,2024,3
ML 52-53,SB,9/22/2025,6:00 PM,1615,3
ML 52-53,SB,9/22/2025,7:00 PM,1140,3
ML 52-53,SB,9/22/2025,8:00 PM,572,3
ML 52-53,SB,9/22/2025,9:00 PM,297,3
ML 52-53,SB,9/22/2025,10:00 PM,188,3
ML 52-53,SB,9/22/2025,11:00 PM,151,3
ML 52-53,NB,9/23/2025,12:00 AM,263,3
ML 52-53,NB,9/23/2025,1:00 AM,304,3
ML 52-53,NB,9/23/2025,2:00 AM,297,3
ML 52-53,NB,9/23/2025,3:00 AM,294,3
ML 52-53,NB,9/23/2025,4:00 AM,328,3
ML 52-53,NB,9/23/2025,5:00 AM,486,3
ML 52-53,NB,9/23/2025,6:00 AM,920,3
ML 52-53,NB,9/23/2025,7:00 AM,1338,3
ML 52-53,NB,9/23/2025,8:00 AM,1644,3
ML 52-53,NB,9/23/2025,9:00 AM,1358,3
ML 52-53,NB,9/23/2025,10:00 AM,1231,3
ML 52-53,NB,9/23/2025,11:00 AM,964,3
ML 52-53,NB,9/23/2025,12:00 PM,805,3
ML 52-53,NB,9/23/2025,1:00 PM,847,3
ML 52-53,NB,9/23/2025,2:00 PM,966,3
ML 52-53,NB,9/23/2025,3:00 PM,1370,3
ML 52-53,NB,9/23/2025,4:00 PM,1594,3
ML 52-53,NB,9/23/2025,5:00 PM,1686,3
ML 52-53,NB,9/23/2025,6:00 PM,1421,3
ML 52-53,NB,9/23/2025,7:00 PM,1016,3
ML 52-53,NB,9/23/2025,8:00 PM,524,3
ML 52-53,NB,9/23/2025,9:00 PM,281,3
ML 52-53,NB,9/23/2025,10:00 PM,171,3
ML 52-53,NB,9/23/2025,11:00 PM,133,3
ML 52-53,SB,9/23/2025,12:00 AM,277,3
ML 52-53,SB,9/23/2025,1:00 AM,306,3
ML 52-53,SB,9/23/2025,2:00 AM,321,3
ML 52-53,SB,9/23/2025,3:00 AM,341,3
ML 52-53,SB,9/23/2025,4:00 AM,374,3
ML 52-53,SB,9/23/2025,5:00 AM,605,3
ML 52-53,SB,9/23/2025,6:00 AM,939,3
ML 52-53,SB,9/23/2025,7:00 AM,1359,3
ML 52-53,SB,9/23/2025,8:00 AM,1637,3
ML 52-53,SB,9/23/2025,9:00 AM,1622,3
ML 52-53,SB,9/23/2025,10:00 AM,1183,3
ML 52-53,SB,9/23/2025,11:00 AM,943,3
ML 52-53,SB,9/23/2025,12:00 PM,850,3
ML 52-53,SB,9/23/2025,1:00 PM,932,3
ML 52-53,SB,9/23/2025,2:00 PM,1101,3
ML 52-53,SB,9/23/2025,3:00 PM,1389,3
ML 52-53,SB,9/23/2025,4:00 PM,1719,3
ML 52-53,SB,9/23/2025,5:00 PM,1965,3
ML 52-53,SB,9/23/2025,6:00 PM,1679,3
ML 52-53,SB,9/23/2025,7:00 PM,1143,3
ML 52-53,SB,9/23/2025,8:00 PM,595,3
ML 52-53,SB,9/23/2025,9:00 PM,271,3
ML 52-53,SB,9/23/2025,10:00 PM,185,3
ML 52-53,SB,9/23/2025,11:00 PM,150,3
ML 52-53,NB,9/24/2025,12:00 AM,287,3
ML 52-53,NB,9/24/2025,1:00 AM,299,3
ML 52-53,NB,9/24/2025,2:00 AM,289,3
ML 52-53,NB,9/24/2025,3:00 AM,323,3
ML 52-53,NB,9/24/2025,4:00 AM,359,3
ML 52-53,NB,9/24/2025,5:00 AM,500,3
ML 52-53,NB,9/24/2025,6:00 AM,941,3
ML 52-53,NB,9/24/2025,7:00 AM,1322,3
ML 52-53,NB,9/24/2025,8:00 AM,1647,3
ML 52-53,NB,9/24/2025,9:00 AM,1368,3
ML 52-53,NB,9/24/2025,10:00 AM,1124,3
ML 52-53,NB,9/24/2025,11:00 AM,947,3
ML 52-53,NB,9/24/2025,12:00 PM,795,3
ML 52-53,NB,9/24/2025,1:00 PM,847,3
ML 52-53,NB,9/24/2025,2:00 PM,1060,3
ML 52-53,NB,9/24/2025,3:00 PM,1342,3
ML 52-53,NB,9/24/2025,4:00 PM,1731,3
ML 52-53,NB,9/24/2025,5:00 PM,1669,3
ML 52-53,NB,9/24/2025,6:00 PM,1614,3
ML 52-53,NB,9/24/2025,7:00 PM,1000,3
ML 52-53,NB,9/24/2025,8:00 PM,573,3
ML 52-53,NB,9/24/2025,9:00 PM,272,3
ML 52-53,NB,9/24/2025,10:00 PM,150,3
ML 52-53,NB,9/24/2025,11:00 PM,137,3
ML 52-53,SB,9/24/2025,12:00 AM,278,3
ML 52-53,SB,9/24/2025,1:00 AM,325,3
ML 52-53,SB,9/24/2025,2:00 AM,309,3
ML 52-53,SB,9/24/2025,3:00 AM,359,3
ML 52-53,SB,9/24/2025,4:00 AM,412,3
ML 52-53,SB,9/24/2025,5:00 AM,599,3
ML 52-53,SB,9/24/2025,6:00 AM,973,3
ML 52-53,SB,9/24/2025,7:00 AM,1323,3
ML 52-53,SB,9/24/2025,8:00 AM,1734,3
ML 52-53,SB,9/24/2025,9:00 AM,1620,3
ML 52-53,SB,9/24/2025,10:00 AM,1232,3
ML 52-53,SB,9/24/2025,11:00 AM,913,3
ML 52-53,SB,9/24/2025,12:00 PM,878,3
ML 52-53,SB,9/24/2025,1:00 PM,863,3
ML 52-53,SB,9/24/2025,2:00 PM,1051,3
ML 52-53,SB,9/24/2025,3:00 PM,1363,3
ML 52-53,SB,9/24/2025,4:00 PM,1843,3
ML 52-53,SB,9/24/2025,5:00 PM,1868,3
ML 52-53,SB,9/24/2025,6:00 PM,1587,3
ML 52-53,SB,9/24/2025,7:00 PM,1074,3
ML 52-53,SB,9/24/2025,8:00 PM,575,3
ML 52-53,SB,9/24/2025,9:00 PM,270,3
ML 52-53,SB,9/24/2025,10:00 PM,181,3
ML 52-53,SB,9/24/2025,11:00 PM,146,3
ML 52-53,NB,9/25/2025,12:00 AM,276,3
ML 52-53,NB,9/25/2025,1:00 AM,304,3
ML 52-53,NB,9/25/2025,2:00 AM,302,3
ML 52-53,NB,9/25/2025,3:00 AM,293,3
ML 52-53,NB,9/25/2025,4:00 AM,335,3
ML 52-53,NB,9/25/2025,5:00 AM,560,3
ML 52-53,NB,9/25/2025,6:00 AM,847,3
